Date,chamber,leaf,T_treatment,Water_treatment,percent_starch,starch_mgg,percent_sugar,sugar_mgg,percent_TNC,TNC_mgg,leafarea_cm2,leafmass_g
2013-06-17,C07,3,ambient,control,13.57818115,135.7818115,11.7286017,117.286017,25.30678285,253.0678285,68.42,0.8259
2013-06-17,C08,1,elevated,control,11.67377497,116.7377497,12.18905584,121.8905584,23.86283081,238.6283081,61.6,0.6443
2013-06-17,C08,2,elevated,control,23.07671925,230.7671925,10.73226623,107.3226623,33.80898549,338.0898549,65.012,0.6852
2013-06-17,C08,3,elevated,control,16.1712401,161.712401,12.10105003,121.0105003,28.27229013,282.7229013,67.575,0.6814
2013-06-17,C09,1,ambient,control,14.41526842,144.1526842,14.27644264,142.7644264,28.69171106,286.9171106,49,0.4775
2013-06-17,C09,2,ambient,control,10.7356539,107.356539,12.01742498,120.1742498,22.75307888,227.5307888,41.18,0.4806
2013-06-17,C09,3,ambient,control,16.43667893,164.3667893,13.18355487,131.8355487,29.6202338,296.202338,43.83,0.4626
2013-06-17,C10,1,elevated,control,8.136878729,81.36878729,12.21625911,122.1625911,20.35313784,203.5313784,31.47,0.3123
2013-06-17,C10,2,elevated,control,10.11094318,101.1094318,8.995688783,89.95688783,19.10663196,191.0663196,33.39,0.3263
2013-06-17,C10,3,elevated,control,9.33105761,93.3105761,10.33924516,103.3924516,19.67030278,196.7030278,32.93,0.35
2013-06-17,C11,1,ambient,control,12.39321693,123.9321693,12.09611636,120.9611636,24.48933329,244.8933329,29.65,0.4109
2013-06-17,C11,2,ambient,control,12.64329284,126.4329284,13.26078844,132.6078844,25.90408128,259.0408128,36.11,0.4929
2013-06-17,C11,3,ambient,control,13.03435089,130.3435089,13.6913081,136.913081,26.72565898,267.2565898,32.18,0.3865
2013-06-17,C12,1,elevated,control,17.57387269,175.7387269,12.32247439,123.2247439,29.89634708,298.9634708,51.955,0.553
