Date,chamber,leaf,T_treatment,Water_treatment,percent_starch,starch_mgg,percent_sugar,sugar_mgg,percent_TNC,TNC_mgg,leafarea_cm2,leafmass_g
2013-05-15,C11,1,ambient,control,10.0021562,100.021562,14.01514443,140.1514443,24.01730063,240.1730063,36.49,0.3553
2013-05-15,C11,2,ambient,control,10.13520979,101.3520979,13.21935943,132.1935943,23.35456922,233.5456922,37.64,0.36
2013-05-15,C11,3,ambient,control,10.33569316,103.3569316,13.63893249,136.3893249,23.97462565,239.7462565,33.43,0.3513
2013-05-15,C12,1,elevated,control,23.44036666,234.4036666,10.26708719,102.6708719,33.70745384,337.0745384,37.87,0.413
2013-05-15,C12,2,elevated,control,23.5160753,235.160753,10.79623015,107.9623015,34.31230545,343.1230545,32.39,0.3228
2013-05-15,C12,3,elevated,control,15.05482929,150.5482929,9.875288768,98.75288768,24.93011806,249.3011806,32.52,0.3415
2013-06-17,C01,1,ambient,control,20.08856661,200.8856661,12.67311527,126.7311527,32.76168187,327.6168187,46.26,0.5201
2013-06-17,C01,2,ambient,control,16.24166455,162.4166455,13.35546507,133.5546507,29.59712961,295.9712961,51.79,0.5493
2013-06-17,C01,3,ambient,control,13.71531354,137.1531354,15.82588446,158.2588446,29.541198,295.41198,48.47,0.5273
2013-06-17,C02,1,elevated,control,7.477505235,74.77505235,12.58924409,125.8924409,20.06674932,200.6674932,37.67,0.4086
2013-06-17,C02,2,elevated,control,8.924501907,89.24501907,13.66288043,136.6288043,22.58738233,225.8738233,41.59,0.3889
2013-06-17,C02,3,elevated,control,7.865152797,78.65152797,10.30679026,103.0679026,18.17194306,181.7194306,41.37,0.4014
2013-06-17,C03,1,ambient,control,9.386637604,93.86637604,10.83063442,108.3063442,20.21727202,202.1727202,35.24,0.3536
2013-06-17,C03,2,ambient,control,11.26857794,112.6857794,11.64889792,116.4889792,22.91747586,229.1747586,33.59,0.3581
2013-06-17,C03,3,ambient,control,7.675361841,76.75361841,9.967300947,99.67300947,17.64266279,176.4266279,34.4,0.343
2013-06-17,C04,1,elevated,control,20.05188221,200.5188221,12.68123536,126.8123536,32.73311757,327.3311757,38.2,0.3905
2013-06-17,C04,2,elevated,control,26.13426086,261.3426086,11.61825767,116.1825767,37.75251853,377.5251853,38.87,0.4227
2013-06-17,C04,3,elevated,control,16.85560512,168.5560512,12.2815749,122.815749,29.13718001,291.3718001,43.248,0.4476
2013-06-17,C05,1,ambient,control,30.12985918,301.2985918,14.34043929,143.4043929,44.47029847,444.7029847,33.576,0.5409
2013-06-17,C05,2,ambient,control,19.74724495,197.4724495,14.31112478,143.1112478,34.05836973,340.5836973,26.444,0.3463
2013-06-17,C05,3,ambient,control,18.7458087,187.458087,15.50671741,155.0671741,34.25252611,342.5252611,30.54,0.4543
2013-06-17,C06,1,elevated,control,15.1150429,151.150429,9.789821131,97.89821131,24.90486403,249.0486403,25.51,0.3067
2013-06-17,C06,2,elevated,control,,,,,,,28.249,0.3159
2013-06-17,C06,3,elevated,control,14.31609615,143.1609615,11.33520986,113.3520986,25.65130601,256.5130601,36.14,0.3943
2013-06-17,C07,1,ambient,control,20.54604475,205.4604475,12.57191575,125.7191575,33.1179605,331.179605,66.27,0.8332
2013-06-17,C07,2,ambient,control,19.51946607,195.1946607,10.6190525,106.190525,30.13851858,301.3851858,58.79,0.7235
