id,date,machine,user,Obs,HHMMSS,FTime,EBal?,chamber,leaf,T_treatment,Water_treatment,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,leaf mass,leaf area,lma,Amass
21,2013-06-17,hie3,mark,81,13:12:16,11485.5,0,C02,2,elevated,control,36.85360002,0.263807074,1468.144641,3.629484937,1.471871662,25.7025032,6,1.420000017,1,2.840000033,24.95439148,25.7025032,25.06373215,1799.449463,1747.650879,14.0760479,18.34842873,44.59736633,58.13362122,500.3612366,1798.889404,179.8469391,100.4686279,-6.021318436,-0.804069042,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833935394,0.003629485,298.8525032,298.1043915,287.8222983,1.410697483,3.31531312,32.99849106,14.65006233,25.32844734,3.242476485,0.241384877,1.843441459,1.399035026,0.152731621,147.5024777,0.840067464,58.30687184,1730.132442,0.012419963,0.3889,41.59,93.50805482,394.1221972
22,2013-06-17,hie3,mark,82,13:12:23,11493,0,C02,2,elevated,control,36.8841459,0.26215789,1466.461903,3.614023751,1.474047437,25.70533562,6,1.420000017,1,2.840000033,24.953825,25.70533562,25.06332207,1799.415771,1747.613892,14.07810879,18.33229637,44.60545349,58.08453369,500.3686829,1798.876099,179.6503296,100.4687347,-6.021318436,-0.804069042,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833947805,0.003614024,298.8553356,298.103825,287.8201693,1.418274729,3.315870059,33.00399938,14.671703,25.32958031,3.242694969,0.24000339,1.841822621,1.400872348,0.151846762,147.333572,0.839122366,58.23028629,1730.080935,0.0124143,0.3889,41.59,93.50805482,394.4488629
23,2013-06-17,hie3,mark,83,13:12:32,11502,0,C02,2,elevated,control,36.88888595,0.260007731,1464.531457,3.594273815,1.477128721,25.70901299,6,1.420000017,1,2.840000033,24.95153046,25.70901299,25.06386566,1799.401489,1747.63623,14.07755661,18.30851555,44.61056519,58.01810837,500.378479,1798.842163,178.4482269,100.4704361,-6.021318436,-0.804069042,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833964132,0.003594274,298.859013,298.1015305,287.8147397,1.427701205,3.316593263,33.01063867,14.70212312,25.33027172,3.242828309,0.238200037,1.839464541,1.403363768,0.150691882,147.1421142,0.838007036,58.12344264,1730.101021,0.01239297,0.3889,41.59,93.50805482,394.4995543
24,2013-06-17,hie3,mark,84,13:12:41,11510.5,0,C02,2,elevated,control,37.05479142,0.257732167,1461.277417,3.570670354,1.479307907,25.70900345,6,1.420000017,1,2.840000033,24.95024872,25.70900345,25.06316566,1799.431274,1747.516113,14.08354282,18.28688622,44.63274765,57.95374298,500.3693848,1798.833008,178.0826569,100.4700012,-6.021318436,-0.804069042,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833948975,0.00357067,298.8590034,298.1002487,287.8132748,1.439831877,3.316591387,33.01076288,14.72387667,25.32962608,3.242703797,0.23628878,1.83728348,1.405420317,0.149468132,146.8145438,0.836202542,58.03129473,1729.90204,0.012430401,0.3889,41.59,93.50805482,396.2737915
25,2013-06-17,hie3,mark,85,13:12:50,11520,0,C02,2,elevated,control,37.05898572,0.255672514,1459.359697,3.549054915,1.481235102,25.70592308,6,1.420000017,1,2.840000033,24.9486866,25.70592308,25.06345367,1799.388794,1747.509521,14.08332443,18.26168442,44.63619232,57.87923431,500.3269043,1798.795532,177.1187592,100.4699478,-6.021318436,-0.804069042,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833878174,0.003549055,298.8559231,298.0986866,287.8072787,1.451257538,3.315985582,33.00475072,14.7430663,25.32730484,3.242256175,0.234556445,1.83475048,1.407505695,0.148359151,146.6217926,0.835108295,57.94165093,1729.893455,0.012412665,0.3889,41.59,93.50805482,396.3186465
26,2013-06-17,hie3,mark,86,13:17:58,11827,0,C02,3,elevated,control,41.95333802,0.376766607,1508.01443,4.492528793,1.321650593,25.46187019,6,1.420000017,1,2.840000033,24.94962883,25.46187019,25.06454849,1800.613159,1740.926636,14.09344101,19.37622261,44.66382217,61.40559387,500.3591919,1799.952393,287.5703735,100.4656143,-5.754961014,-0.841880322,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833931986,0.004492529,298.6118702,298.0996288,287.9923764,0.994641197,3.268294701,32.5314758,13.15525319,25.20574951,3.218891102,0.332637488,1.946644108,1.272246994,0.211458728,151.5035961,0.866213658,63.34656341,1720.984028,0.015442327,0.4014,41.37,97.02683104,432.3890368
27,2013-06-17,hie3,mark,87,13:18:05,11834.5,0,C02,3,elevated,control,41.87203542,0.371356076,1505.610909,4.465645215,1.330637228,25.49138832,6,1.420000017,1,2.840000033,24.94750023,25.49138832,25.06374741,1800.476318,1740.946167,14.09258652,19.34367752,44.6672287,61.31084824,500.3832397,1800.034912,287.5228577,100.4666061,-5.754961014,-0.841880322,0.666666687,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833972066,0.004465645,298.6413883,298.0975002,288.0055795,1.00449543,3.274030858,32.58824981,13.24457229,25.21944427,3.221516101,0.328413054,1.943393631,1.27812247,0.208727846,151.2636182,0.864823357,63.09946643,1721.042207,0.015351762,0.4014,41.37,97.02683104,431.5510975
28,2013-06-17,hie3,mark,88,13:18:13,11842.5,0,C02,3,elevated,control,42.01584998,0.371481279,1505.088927,4.440469886,1.322831378,25.43595505,6,1.420000017,1,2.840000033,24.93731117,25.43595505,25.05994606,1800.491333,1740.839233,14.09238815,19.31426239,44.69366074,61.25470734,500.3612061,1800.015625,286.2816772,100.4664078,-5.754961014,-0.841880322,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833935343,0.00444047,298.585955,298.0873112,288.0024936,1.023834037,3.263265939,32.48116471,13.16690232,25.18663311,3.215230013,0.328510971,1.940434561,1.274795452,0.208791131,151.2108779,0.864576635,63.19893364,1720.866911,0.015430344,0.4014,41.37,97.02683104,433.0333118
29,2013-06-17,hie3,mark,89,13:18:22,11851.5,0,C02,3,elevated,control,42.00065475,0.371023487,1504.798131,4.416204576,1.317107472,25.39128113,6,1.420000017,1,2.840000033,24.9364357,25.39128113,25.06261253,1800.149414,1740.542114,14.08950233,19.28523064,44.68655777,61.16543579,500.1459045,1799.941772,285.2281799,100.4657669,-5.754961014,-0.841880322,0.333333343,-0.219565243,2.737391472,1,0,0.159999996,111115,0.833576508,0.004416205,298.5412811,298.0864357,287.9906772,1.042375573,3.254612958,32.39524326,13.11001262,25.16385841,3.210873054,0.328152911,1.937505486,1.273367568,0.208559715,151.1806983,0.864557151,63.25768337,1720.577015,0.015441704,0.4014,41.37,97.02683104,432.8767033
30,2013-06-17,hie3,mark,90,13:18:32,11861,0,C02,3,elevated,control,42.18626932,0.368986158,1503.095269,4.387426385,1.314965049,25.36329651,6,1.420000017,1,2.840000033,24.93112373,25.36329651,25.06322289,1800.458862,1740.662598,14.08855247,19.25281715,44.69744492,61.08162689,499.930542,1799.995239,283.5863647,100.4651794,-5.754961014,-0.841880322,1,-0.219565243,2.737391472,1,0,0.159999996,111115,0.83321757,0.004387426,298.5132965,298.0811237,287.9992318,1.060625642,3.249202779,32.34158141,13.08876425,25.14721012,3.207691384,0.326558183,1.93423773,1.273453654,0.207529141,151.0087359,0.863519025,63.23466591,1720.609266,0.015504012,0.4014,41.37,97.02683104,434.7897264
